Event Number	Training Reference Number	Training Title	Training Provider	Training Type	Training Status	Part Start Date	Part End Date	Part Time Zone	Training Object ID	Initiated By	Part Instructor ID	Part Instructor	Part Instructor Email	Part Location City	Part Location	Part Duration	Comment	Language	Training language	Course Format	Part Break Duration
WEB-001	61A340DE-1FF9-49C5-A597-4241DFEDF9EB	WEB-001 Introduction to Programming with JavaScript	Luxoft Training Center	Session	Approved	11/21/2022 11:00 AM	11/21/2022 02:00 PM	EET	61a340de-1ff9-49c5-a597-4241dfedf9eb	PTC_COM Open				Virtual	Webinar	180		English (US)		Webinar	
WEB-001	61A340DE-1FF9-49C5-A597-4241DFEDF9EB	WEB-001 Introduction to Programming with JavaScript	Luxoft Training Center	Session	Approved	11/23/2022 11:00 AM	11/23/2022 02:00 PM	EET	61a340de-1ff9-49c5-a597-4241dfedf9eb	PTC_COM Open				Virtual	Webinar	180		English (US)		Webinar	
WEB-001	61A340DE-1FF9-49C5-A597-4241DFEDF9EB	WEB-001 Introduction to Programming with JavaScript	Luxoft Training Center	Session	Approved	11/25/2022 11:00 AM	11/25/2022 02:00 PM	EET	61a340de-1ff9-49c5-a597-4241dfedf9eb	PTC_COM Open				Virtual	Webinar	180		English (US)		Webinar	
WEB-001	61A340DE-1FF9-49C5-A597-4241DFEDF9EB	WEB-001 Introduction to Programming with JavaScript	Luxoft Training Center	Session	Approved	11/28/2022 11:00 AM	11/28/2022 02:00 PM	EET	61a340de-1ff9-49c5-a597-4241dfedf9eb	PTC_COM Open				Virtual	Webinar	180		English (US)		Webinar	
WEB-001	61A340DE-1FF9-49C5-A597-4241DFEDF9EB	WEB-001 Introduction to Programming with JavaScript	Luxoft Training Center	Session	Approved	12/05/2022 11:00 AM	12/05/2022 02:00 PM	EET	61a340de-1ff9-49c5-a597-4241dfedf9eb	PTC_COM Open				Virtual	Webinar	180		English (US)		Webinar	
WEB-001	61A340DE-1FF9-49C5-A597-4241DFEDF9EB	WEB-001 Introduction to Programming with JavaScript	Luxoft Training Center	Session	Approved	12/07/2022 11:00 AM	12/07/2022 02:00 PM	EET	61a340de-1ff9-49c5-a597-4241dfedf9eb	PTC_COM Open				Virtual	Webinar	180		English (US)		Webinar	
WEB-001	61A340DE-1FF9-49C5-A597-4241DFEDF9EB	WEB-001 Introduction to Programming with JavaScript	Luxoft Training Center	Session	Approved	12/09/2022 11:00 AM	12/09/2022 02:00 PM	EET	61a340de-1ff9-49c5-a597-4241dfedf9eb	PTC_COM Open				Virtual	Webinar	180		English (US)		Webinar	
WEB-001	61A340DE-1FF9-49C5-A597-4241DFEDF9EB	WEB-001 Introduction to Programming with JavaScript	Luxoft Training Center	Session	Approved	12/12/2022 11:00 AM	12/12/2022 02:00 PM	EET	61a340de-1ff9-49c5-a597-4241dfedf9eb	PTC_COM Open				Virtual	Webinar	180		English (US)		Webinar	
WEB-001	61A340DE-1FF9-49C5-A597-4241DFEDF9EB	WEB-001 Introduction to Programming with JavaScript	Luxoft Training Center	Session	Approved	12/14/2022 11:00 AM	12/14/2022 02:00 PM	EET	61a340de-1ff9-49c5-a597-4241dfedf9eb	PTC_COM Open				Virtual	Webinar	180		English (US)		Webinar	
WEB-001	61A340DE-1FF9-49C5-A597-4241DFEDF9EB	WEB-001 Introduction to Programming with JavaScript	Luxoft Training Center	Session	Approved	12/16/2022 11:00 AM	12/16/2022 02:00 PM	EET	61a340de-1ff9-49c5-a597-4241dfedf9eb	PTC_COM Open				Virtual	Webinar	180		English (US)		Webinar	
